decimalLongitude,decimalLatitude,institutionCode,catalogNumber,geodeticDatum,coordinateUncertaintyInMeters,minimumElevationInMeters,occid,recordID
14.517783,51.364717,GLM,GLM-L-0018986,unknown,,,5226178,urn:uuid:4d030206-e48f-49fe-b749-777da397853f
14.505,51.365,GLM,GLM-L-0018989,unknown,,,5263393,urn:uuid:e02ffcf2-d15d-4415-9bdd-ec66f766eb1a
14.505,51.365,GLM,GLM-L-0018991,unknown,,,5239721,urn:uuid:d94d4ae8-a0b9-4719-8d6b-ccca4746dbf0
14.515,51.365833,GLM,GLM-L-0018342,unknown,,,5239686,urn:uuid:01b17402-8882-4d0f-9d77-a71e2c0e1fec
14.516117,51.366383,GLM,GLM-L-0018995,unknown,,,5276853,urn:uuid:04fa0553-323e-4951-a346-8b0acf97c15f
-57.2,51.3667,CMN,CANL 15066,unknown,,,456318,urn:uuid:d4f7a023-ecbe-4408-80f7-cb330ab9f90d
15.253283,51.3772,GLM,GLM-L-0068468,unknown,,,5228580,urn:uuid:3001f33b-fa2e-4fe8-ae7d-80606c44c6cf
14.550283,51.410283,GLM,GLM-L-0006287,unknown,,,5279583,urn:uuid:99ce7f73-7572-40ed-a522-fe8c12ab9bfc
-57.133333,51.416667,YPM,YU.239518,WGS84,1763,,1656562,urn:uuid:58be2b5f-99ac-47ff-9b85-7b185004dd46
-57.133333,51.416667,MONT,MONT-L-0001238,unknown,,2,1320475,urn:uuid:438e3ef8-66e8-4029-9fdc-29893bc86c70
-116.177319,51.425385,MONT,MONT-L-0001228,unknown,,,1320465,urn:uuid:1200550e-9d17-464a-b773-e7369277b5de
-57.131315,51.426445,CINC,CINC-L-0000772,WGS84,1790,,1807466,urn:uuid:af85b1b4-e6a0-41d9-8e93-ba1f7be7b0b4
-63.216667,51.45,QFA,QFA0303625,unknown,,732,2659520,urn:uuid:2d7f2862-8143-452f-95fc-e39cb43557fd
-68.7,51.45,QFA,QFA0315953,unknown,,,2659529,urn:uuid:76b04302-f681-4b71-82e0-060043c141a8
-56.87173,51.4631,NBM,NBM-FL-13728,unknown,,37,2632610,urn:uuid:61c11537-ee3f-4143-8719-10153e91149a
-56.2717518,51.4774876,NY,1069226,unknown,,,871663,urn:uuid:6fd836d5-4368-458e-a510-df2d731cd85f
-56.2717518,51.4774876,NY,965300,unknown,,,867295,urn:uuid:3f8d4548-3cb3-431f-a431-8947b41d98be
179.074432,51.496619,TENN,TENN-L-0001045,WGS84,48974,,1015061,urn:uuid:cc13ca7d-4414-4887-8e27-1a580df1e54b
-57.15,51.5,QFA,QFA0500174,unknown,,60,2659592,urn:uuid:6d50a2fd-f1fd-4914-9d8f-2178321c0abc
-116.466667,51.5,F,C0058789F,unknown,301,,2244598,urn:uuid:92d3a0e4-a9a4-4286-b40c-b59a2c717829
-73.05,51.55,QFA,QFA0306486,unknown,,762,2659416,urn:uuid:dc7f87e6-a341-4d1f-9ad1-9e5811e41936
-178.8195,51.55931,UBC,L53800,unknown,7,74,4371915,urn:uuid:fea9ee97-a4ec-438c-a20e-f37109b32ed1
-178.8159,51.55941,UBC,L53792,unknown,7,52,4365295,urn:uuid:93a91436-aeab-4ce6-8a79-8b6271ce7ecd
-178.816,51.55942,UBC,L53786,unknown,70,52,4365980,urn:uuid:08b94d9d-1836-493c-821e-0a94f8ee4798
19.40827,51.55958,GB,GB-0177689,unknown,0,0,3901936,urn:uuid:ae28ad1b-7ae3-4c36-92f9-0895944ac305
178.9435,51.5647,COLO,COLO-L-0008069,unknown,,244,1617463,urn:uuid:bf830096-a293-4fe8-a0a7-d9ebdcde457c
-55.7314615,51.565531,NY,967429,unknown,,,867009,urn:uuid:1647ae47-f829-454c-9ef9-8cc9f5807ed7
103.616667,51.566667,WIS,WIS-L-0044595,unknown,,1500,1100259,urn:uuid:5c32433e-a7fa-4e97-b5e5-8cfe7ffa6d2a
178.8775,51.567222,TENN,TENN-L-0001046,WGS84,3036,,1015062,urn:uuid:674813f8-e952-4968-9e22-03c0021c6ce5
-55.7481953,51.56878,NY,973092,unknown,,,866831,urn:uuid:853af33b-aa86-466c-b40e-72c214ff82f5
-55.7481953,51.56878,NY,965124,unknown,,,860523,urn:uuid:586fa6b1-b6a2-4594-a476-07825a413937
-178.83108,51.57003,WIS,WIS-L-0017610,unknown,,61,1014206,urn:uuid:c05d65e7-43e0-46f2-bd1a-b6a2b25e4391
-55.7107611,51.5705268,NY,965056,unknown,,,866720,urn:uuid:dad6963d-3cef-490b-ab98-34692bcdc3fe
-178.833833,51.57065,WIS,WIS-L-0017617,unknown,,55,1014213,urn:uuid:579d2570-ab87-49f6-8d63-cdd5588f64b3
-179.03936,51.57481,WIS,WIS-L-0017624,unknown,,37,1014220,urn:uuid:7bb1e3e9-2f6a-4eb6-be7a-4abad8698630
-55.4469425,51.5804292,NY,965210,unknown,,,867042,urn:uuid:98487d0c-86da-42f8-9c2a-57df2a9e830b
-55.4469425,51.5804292,NY,965212,unknown,,,867079,urn:uuid:0f0e475b-8df0-4bed-8757-0491eced3fb0
-55.6657791,51.5978074,NY,967372,unknown,,,866942,urn:uuid:bfd08e91-dd66-48bb-a127-0bd97130bc73
-55.6657791,51.5978074,NY,967390,unknown,,,867066,urn:uuid:3618ec7b-3c8c-4bcd-bfd5-e00b8e2aacf9
-55.55,51.6,CMN,CANL 81514,unknown,,,472103,urn:uuid:53417175-3312-41df-8aab-bf9c15f41033
-115.8,51.6,CMN,CANL 22151,unknown,,2316,457224,urn:uuid:06c85df6-153d-459c-ae49-69d5ba1b0f4a
-115.8,51.6,COLO,COLO-L-0008216,unknown,,2134,1617549,urn:uuid:181c24c7-2d16-464f-9d0e-d1480428b850
13.512783,51.614167,GLM,GLM-L-0036728,unknown,,,5216850,urn:uuid:4e09f9f9-a68c-49a1-82d9-95b39586c25b
-55.9020665,51.6287936,NY,966881,unknown,,,866812,urn:uuid:ca5dbebb-d559-4e17-b353-84b672cea21a
-120.03,51.64,UBC,L17777,unknown,701,2300,3060856,urn:uuid:6a7260a9-7a3f-4fc6-a8ea-3b70db76c75f
-176.6474,51.66102,UBC,L53845,unknown,7,16,4364828,urn:uuid:ee229604-c62f-4024-82d4-0ee45e7ed8be
-57.733333,51.716667,QFA,QFA0303621,unknown,,550,2659511,urn:uuid:02345485-d6b8-4cbe-9c4e-186991459b21
-116.51667,51.716667,SRP,SRP-L-0003988,unknown,,2130,1129633,urn:uuid:e2b324e0-c297-4c75-827e-621f808f27ba
-78.95,51.75,QFA,QFA0306548,unknown,,163,2659443,urn:uuid:f8f9381d-cc5d-4b12-a901-d51118cd9daf
-176.4911,51.763,UBC,L49041,unknown,701,20,3105883,urn:uuid:3c4b7bd3-58ca-47f8-8b21-b69262328a55
-119.900002,51.766666,SRP,SRP-L-0003532,unknown,,1800,1129748,urn:uuid:35177061-1da0-498b-b0b4-337a75c4a4b3
-119.9,51.76666667,LD,1057788,unknown,,,3933619,urn:uuid:ed533321-9447-4b26-8e39-a306f201c28b
-119.9,51.766667,WIS,WIS-L-0017819,unknown,,1800,1016321,urn:uuid:34791e43-0978-40cc-b303-b67bdc897780
-119.9,51.766667,UConn,CONN01001494,unknown,,2000,1457672,urn:uuid:8c177fee-1d1b-4f71-9e3f-a61240d38075
-119.9,51.7667,US,,unknown,,2300,2765023,urn:uuid:ffa18ef1-7bdc-493a-a15c-da038ac50558
178.36365,51.77812,WIS,WIS-L-0017613,unknown,,61,1014209,urn:uuid:5131ad4a-34fb-4653-b1df-15d78d0194e1
-176.64,51.78,UBC,L40718,unknown,701,144,3094587,urn:uuid:4e16fd71-b7b0-410c-98bc-3acbe0df0fc4
-176.64,51.78,UBC,L43461,unknown,701,113,3097350,urn:uuid:4f52442f-9dbe-454b-a841-5f1afc246f0c
-119.9167,51.7833,B,47770,unknown,,,5183167,urn:uuid:2ca12231-936c-4f0d-866e-443b7bcfb18e
-72.55,51.783333,QFA,QFA0306441,unknown,,793,2659404,urn:uuid:702a4921-a075-4c54-952f-2baf1f9c7d0c
-176.833333,51.783333,WIS,WIS-L-0044682,unknown,,61,1100346,urn:uuid:846531ce-9abb-4653-8d02-91bcf78bbf0a
-177.963,51.79641,UBC,L53830,unknown,70,121,4372751,urn:uuid:36bafcae-1d55-4db7-bfeb-9c3e4cae34ad
14.416667,51.8,CUP,CUP-L-0006249,WGS84,210,,2881256,urn:uuid:720f6d43-6c26-4a5b-81d5-ffd9229c225e
14.416667,51.8,ILL,ILL00039044,WGS84,210,,1509268,urn:uuid:3ab1e11a-a5f7-45e9-831a-b2fde15910b6
10.616383,51.80055,GLM,GLM-L-0053087,unknown,,,5261593,urn:uuid:53217567-9f3a-445b-bf33-9119b106f940
10.615283,51.801383,GLM,GLM-L-0017244,unknown,,,5219313,urn:uuid:4ce9af3e-cfaa-4463-947d-646b2dc51ec4
10.615833,51.801383,GLM,GLM-L-0024108,unknown,,,5263648,urn:uuid:0e38b04a-b95a-4493-9efd-32d93ea63af3
10.61555,51.801667,GLM,GLM-L-0017232,unknown,,,5263304,urn:uuid:fda83ce4-fe72-442d-af61-b46019c8f004
10.613617,51.801667,GLM,GLM-L-0017245,unknown,,,5253132,urn:uuid:9d2cab5a-9677-42a5-b4a4-869562fdf37e
10.615833,51.801667,GLM,GLM-L-0016826,unknown,,,5280097,urn:uuid:8918fb5c-1687-493d-8eb0-7c65ed487484
-56.21561,51.80751,NBM,NBM-FL-13727,unknown,,23,2632609,urn:uuid:fae08773-9ecb-406d-83d4-f0d2739ea8cc
10.959717,51.814717,GLM,GLM-L-0012121,unknown,,,5249467,urn:uuid:22ec57b3-a26f-4248-87fe-ec3b7b1a15a2
-176.696267,51.82485,WIS,WIS-L-0044550,unknown,,400,1100581,urn:uuid:11a300ec-b5e4-4cbb-9661-438c9f594516
-176.697933,51.8251,WIS,WIS-L-0044542,unknown,,498,1100573,urn:uuid:112854c3-23e0-4c0e-8e9e-afb480f57737
-176.67778,51.82569,WIS,WIS-L-0017652,unknown,,244,1014248,urn:uuid:e0d23cfc-f427-41a4-ad0a-28954fd6ec06
-176.697683,51.827333,WIS,WIS-L-0044795,unknown,,478,1100672,urn:uuid:ba0d9c56-0369-4cf9-9be9-05b7217fe3c3
-176.695267,51.827483,WIS,WIS-L-0044543,unknown,,392,1100574,urn:uuid:c33f92f1-2b09-4a23-93fb-7574483b8575
-176.68139,51.82803,WIS,WIS-L-0017645,unknown,,189,1014241,urn:uuid:930999ae-b0f3-4692-8d20-e857a6c23662
-176.6709,51.828783,WIS,WIS-L-0044668,unknown,,250,1100332,urn:uuid:eb4944a7-e0c9-497d-8141-af578eb39a1f
-176.6709,51.828783,WIS,WIS-L-0044549,unknown,,250,1100580,urn:uuid:71428f5b-d0a4-45b1-8892-104c55e01c07
-176.6709,51.828783,WIS,WIS-L-0044551,unknown,,250,1100582,urn:uuid:2c004aab-8c74-45cb-b09d-6056bac0ad5e
-176.68572,51.83044,WIS,WIS-L-0017646,unknown,,200,1014242,urn:uuid:32533c16-b119-4203-85b9-25f12af103f2
-176.66969,51.83174,UBC,L53907,unknown,1,178,4373869,urn:uuid:4ef67c0f-a405-474b-960e-285747ec3538
12.6,51.833333,ILL,ILL00039042,WGS84,3036,,1509266,urn:uuid:95573940-0e81-468a-ba2f-2893a2f9b046
12.6,51.833333,ILL,ILL00039041,WGS84,301,,1509265,urn:uuid:8dcb222f-6e6d-4231-9dc2-86caf6ba290d
-176.6274,51.84745,UBC,L49036,unknown,7,93,3105878,urn:uuid:8f592941-7800-4a42-96a4-031aa791485d
-176.6281,51.84748,UBC,L53864,unknown,7,121,4365820,urn:uuid:3182488e-5c3f-4afc-b10e-8870fff7fae9
-73.216667,51.85,QFA,QFA0306467,unknown,,396,2659410,urn:uuid:1509b01d-1d3e-4ff6-bce5-6a5e055ad382
13.712783,51.854167,GLM,GLM-L-0012775,unknown,,,5225878,urn:uuid:d6fc86f9-759d-4c1d-8772-a1d2d3d98ecf
-72.566667,51.866667,QFA,QFA0306483,unknown,,640,2659413,urn:uuid:5295a763-8a1c-47c1-a16b-be126e39f20f
-73.133333,51.866667,QFA,QFA0306496,unknown,,396,2659406,urn:uuid:1c129fb6-057d-498c-9030-64134014c910
-176.657713,51.88,PH,PH00107749,unknown,1484,18,1778194,urn:uuid:fc2076a6-64e3-49d0-a5f8-ffaa20f36c7f
-176.657713,51.88,PH,PH00107750,unknown,1484,,1778195,urn:uuid:65d6196f-af64-4f6e-b20f-2e1d00278462
-61.1667,51.8833,CMN,CANL 87410,unknown,,550,474525,urn:uuid:2e157f53-716e-40ac-a277-72a1d7b8f709
-57.15,51.883333,QFA,QFA0303623,unknown,,457,2659514,urn:uuid:a0beced2-606e-410b-9809-aed14110174d
-61.166667,51.883333,QFA,QFA0303630,unknown,,550,2659539,urn:uuid:a128ad31-7c53-4077-95a9-c0d9ed0cc7ef
-119.883333,51.9,MIN,819363,unknown,,,384896,urn:uuid:847458c1-4695-498f-ac6f-a39035c9ed3e
-119.883,51.9,CMN,CANL 90123,unknown,,,475247,urn:uuid:b25a1fd1-34b0-4200-ab6c-8094a9e1bc4f
14.193333,51.906117,GLM,GLM-L-0036723,unknown,,,5274295,urn:uuid:9dc4ffdd-2500-4ea9-9756-b8743610a4ef
14.187783,51.909717,GLM,GLM-L-0056076,unknown,,,5231325,urn:uuid:0436fdf9-b577-4564-91bc-10128a4d2c1c
-119.89,51.91,UBC,L10268,unknown,701,,3060851,urn:uuid:ac1df6fa-da65-4aeb-9279-02dba9cfad89
-176.7148,51.91516,UBC,L49055,NAD27,7,470,3105897,urn:uuid:5b7d6d95-2074-4550-9ecf-c37348e89432
-72.166667,51.916667,QFA,QFA0306535,unknown,,793,2659420,urn:uuid:96697e0e-0a0a-4d48-878a-781f267891f0
-115.433333,51.933333,COLO,COLO-L-0008198,unknown,,890,1617605,urn:uuid:4424f586-3aad-462a-ae90-9ccf8bec77b0
-176.04468,51.93858,WIS,WIS-L-0017608,unknown,,259,1014204,urn:uuid:17431776-2978-4593-ab6a-b88657bdf036
177.78314,51.94639,WIS,WIS-L-0017635,unknown,,38,1014231,urn:uuid:18708272-6746-4cce-9e10-c8b4347e5ca0
177.783583,51.946417,WIS,WIS-L-0017623,unknown,,37,1014219,urn:uuid:b4e7c956-686c-4825-80ae-37777f34abf2
-177.783583,51.946417,WIS,WIS-L-0017650,unknown,,37,1014246,urn:uuid:913b1a2b-19b6-47b8-8f54-a66919d30679
177.78178,51.94731,WIS,WIS-L-0017631,unknown,,33,1014227,urn:uuid:98f8dd69-8a83-4cb0-9b12-f763fd2662f2
-176.0035,51.957117,WIS,WIS-L-0017823,unknown,,198,1016325,urn:uuid:1a2bc743-d29d-4dd1-b34e-14da2c5ccb3d
178.33253,51.95833,WIS,WIS-L-0017643,unknown,,201,1014239,urn:uuid:5b03e556-d483-4a10-9468-492b72f2683d
178.331111,51.958639,WIS,WIS-L-0017639,unknown,,128,1014235,urn:uuid:fac32dfd-ef70-4162-8809-5627abaaa5c4
178.33425,51.95867,WIS,WIS-L-0017647,unknown,,238,1014243,urn:uuid:5ebd5af4-f099-425d-b512-bd16cc630bc7
178.3342,51.96,WIS,WIS-L-0017641,unknown,,201,1014237,urn:uuid:32e67a17-8cf5-405a-a7a2-c7356b1ae37b
-175.678,51.96272,WIS,WIS-L-0017626,unknown,,146,1014222,urn:uuid:15f75654-ce9c-4854-9941-a76a9e2bb1cc
-175.693,51.966389,WIS,WIS-L-0017644,unknown,,18,1014240,urn:uuid:3868c494-99fe-4954-ae76-adc7a2f85805
177.5281,51.96913,WIS,WIS-L-0017614,unknown,,152,1014210,urn:uuid:f283d4ed-a945-4646-ab62-9d10eb08707b
177.5281,51.969133,ALA,UAMb:Herb:2010,unknown,,152,1453954,urn:uuid:1b84f39c-36ae-4a92-8268-4819ef72959e
177.5281,51.969133,WIS,WIS-L-0044540,unknown,,152,1100571,urn:uuid:7203ab8e-8dea-49c6-a0ca-7a11af56e180
-176.602183,51.985333,WIS,WIS-L-0044680,unknown,,350,1100344,urn:uuid:b8eebf81-0dfa-4223-a78d-404c84fde9e1
-176.602183,51.985333,WIS,WIS-L-0044552,unknown,,200,1100583,urn:uuid:6526ea32-9889-41b9-919f-405d3207426e
-176.593333,51.986183,WIS,WIS-L-0044679,unknown,,490,1100343,urn:uuid:b6ce2cf7-1134-4d60-8a50-3c482b09d187
-120,52,LD,1021742,unknown,,,3923071,urn:uuid:a5a7d688-a8ce-4091-bbec-2abba027dce8
-120,52,LD,1021806,unknown,,,3923113,urn:uuid:bf4e044e-e586-4a11-b744-54663d831f04
-57.716667,52.05,QFA,QFA0303626,unknown,,549,2659521,urn:uuid:d840d4bb-a902-41d7-80d6-c33b3476c5d5
-118.24,52.05,UBC,L36759,unknown,685,2000,3091378,urn:uuid:e3fc94a9-5b31-46d1-977d-8162194efbea
13.721383,52.071667,GLM,GLM-L-0056073,unknown,,,5258375,urn:uuid:d882831a-dbbc-4b13-8335-6405b4e1a88b
-72.683333,52.083333,QFA,QFA0306463,unknown,,427,2659407,urn:uuid:37d321d2-feb4-41d3-b2c4-4af633212ebb
-72.683333,52.083333,QFA,QFA0306464,unknown,,213,2659408,urn:uuid:aa225701-653d-41a3-b6b0-bd3eed5d1b0c
13.658333,52.088883,GLM,GLM-L-0056075,unknown,,,5261743,urn:uuid:f2777c23-2cb5-49f9-ad40-20edaba067ae
-174.602966,52.094695,WTU,WTU-L-007511,WGS84,51357,,1255782,urn:uuid:9094972b-f13b-4687-b2b1-7d173fea1e10
14.54445,52.098617,GLM,GLM-L-0036712,unknown,,,5254060,urn:uuid:2fd9da15-3ec1-48e3-bef6-65e1a6d4e3cd
-173.5,52.1,UBC,L43448,unknown,685,270,3097338,urn:uuid:b12ca1e8-d874-407a-875e-dc0bb71adb46
-173.5,52.1,UBC,L43439,unknown,685,220,3097332,urn:uuid:df85e466-e718-4273-86f7-0fa5014c8c42
-173.5,52.1,UBC,L43471,unknown,685,285,3097360,urn:uuid:08b4d47d-b8cd-4d9f-a024-bf446d3018de
-173.5,52.1,UBC,L43513,unknown,685,50,3097401,urn:uuid:2939ed7d-3f8d-4e5b-b87e-8b36ea20f75f
-173.5,52.1,UBC,L40715,unknown,685,108,3094585,urn:uuid:e469fac8-ae45-43a7-a227-6e371a6f27f9
-173.5,52.1,UBC,L43494,unknown,685,161,3097383,urn:uuid:df9c2873-e8b8-4ff3-918f-8e7e3b360e34
-173.5,52.1,UBC,L43512,unknown,685,45,3097400,urn:uuid:91b383d0-1e7d-40e2-acfb-a01d8e6feb2c
-173.5,52.1,UBC,L43434,unknown,685,178,3097325,urn:uuid:9a60667f-d270-4494-8fed-8f24874428ee
-173.5,52.1,UBC,L43445,unknown,685,257,3097335,urn:uuid:efdec592-c150-467b-b568-dfcc8028d918
-173.5,52.1,UBC,L43473,unknown,685,316,3097362,urn:uuid:7b0b3c01-92c0-4b5e-bb3d-40f2f23cb95e
-173.5,52.1,UBC,L43424,unknown,685,222,3097315,urn:uuid:31f1cce4-10c2-4f71-ae6f-c0d2033da104
-173.5,52.1,UBC,L43481,unknown,685,183,3097369,urn:uuid:18da0d53-ce61-4568-8368-82c8a0466120
-173.5,52.1,UBC,L43427,unknown,685,59,3097318,urn:uuid:bc030d46-cb62-4850-b891-8f3b05183baa
-173.8379,52.105817,WIS,WIS-L-0017621,unknown,,2,1014217,urn:uuid:79667652-aca7-48d9-84fd-e3202b8409a8
-173.8379,52.10582,WIS,WIS-L-0017620,unknown,,5,1014216,urn:uuid:e6c4664b-ce5e-414f-afe1-9ed61fe50f77
-119.31,52.11,UBC,L17248,unknown,685,2195,3060852,urn:uuid:0d6aa889-357c-499b-b1d4-bba8ca5c794a
-72.433333,52.116667,QFA,QFA0306540,unknown,,785,2659425,urn:uuid:c547ed14-3b20-4a2f-ae43-a67af16286d3
-71.6,52.133333,QFA,QFA0306541,unknown,,808,2659424,urn:uuid:93466383-f434-4b8d-b085-9d862e91afff
-115.4,52.133333,WIS,WIS-L-0044470,unknown,,1859,1100501,urn:uuid:b322b95d-d39e-4fb4-8b40-2111460209ab
-115.4,52.133333,LSU,LSU00129979,unknown,,1859,1526911,urn:uuid:e76c25bb-e745-4573-aa16-1538febf4ac9
-115.4,52.1333333,MIN,677197,unknown,,,324182,urn:uuid:de4b0a77-b632-406f-9d3e-7589dbf52fc5
-72.266667,52.166667,QFA,QFA0306484,unknown,,793,2659414,urn:uuid:43b2544d-5f8d-41b4-b825-5af55f05df48
14.245973,52.17291,PH,PH00779387,WGS84,2574,,4813646,urn:uuid:a7a256da-73da-4afa-85af-42c4f00d1c30
-175.52006,52.17858,WIS,WIS-L-0017653,unknown,,227,1014249,urn:uuid:766b9c8f-59f3-4e84-8fa7-d3a5aac9a9ee
-175.518056,52.178917,WIS,WIS-L-0017628,unknown,,311,1014224,urn:uuid:7707751e-1183-4bfc-87d1-bdbaa76a3923
-175.51806,52.17892,WIS,WIS-L-0017627,unknown,,311,1014223,urn:uuid:f031d3b4-bb23-4b03-a1d2-bad98df27a23
13.929717,52.191667,GLM,GLM-L-0022465,unknown,,,5266941,urn:uuid:3cc7c8ec-ba28-412d-8516-5ce7d90ba3b2
-117.233,52.2333,CMN,CANL 75420,unknown,,2286,470290,urn:uuid:487c0dfe-df95-429c-813d-2cdc14bf4459
-117.233,52.2333,CMN,CANL 27114,unknown,,,458020,urn:uuid:09ddab47-cf98-448b-a396-507ff296f663
-72.883333,52.233333,QFA,QFA0306520,unknown,,427,2659411,urn:uuid:3516f972-1147-4a54-9aee-cf5cd7a802bd
-77.333333,52.283333,QFA,QFA0306539,unknown,,152,2659426,urn:uuid:f3f315a8-9643-45bf-9c3c-29c04783015b
-75.816667,52.283333,QFA,QFA0306595,unknown,,274,2659458,urn:uuid:cff4a47f-e323-452e-b876-e2bc2553fc4a
-122.04,52.29,UBC,L19092,unknown,685,2015,3060775,urn:uuid:d74491ee-71cb-4f80-a04a-e535771d45ff
-70.616667,52.3,QFA,QFA0306537,unknown,,915,2659422,urn:uuid:e8e820dd-c723-4a69-af94-fcc7067aff7d
-70.4,52.3,CMN,CANL 35455,unknown,,853,460402,urn:uuid:0998204e-f254-400b-9319-8e0d41620385
-70.616667,52.3,QFA,QFA0306445,unknown,,,2659405,urn:uuid:e68678ad-5438-4003-9ee2-da9cc87e667a
21.0812,52.30913,LD,1044751,unknown,,,3929894,urn:uuid:01465b4d-e9db-4b20-9b2e-9e68d9a504cc
21.0812,52.30913,LD,1086094,unknown,,,3940423,urn:uuid:0af7b1ce-18a0-4c68-857c-e2dcb6269138
-73.4167,52.3333,CMN,CANL 72563,unknown,,,469230,urn:uuid:ea33761b-5025-48e3-bb72-84b2ee3dccd9
-71.616667,52.333333,QFA,QFA0306521,unknown,,549,2659412,urn:uuid:ffa6392e-0c24-44f7-b0a7-45cb4e8659bd
13.49305556,52.33555556,LD,1062735,unknown,,,3934955,urn:uuid:685e1ea0-d43c-4f51-a37e-f2efcd26ea62
175.92886,52.35914,WIS,WIS-L-0017640,unknown,,390,1014236,urn:uuid:9b5bcb61-1014-452a-8f7e-b78d2348fe51
175.92886,52.35914,WIS,WIS-L-0017642,unknown,,390,1014238,urn:uuid:1f454cf4-54e2-4e73-b5fb-e0ea5e8ab819
173.67486,52.36914,WIS,WIS-L-0017637,unknown,,87,1014233,urn:uuid:0c47f23c-b516-4db5-8f0a-b67559ded41e
173.67486,52.36914,WIS,WIS-L-0017638,unknown,,87,1014234,urn:uuid:c4dba1b4-2149-4dfa-bbf3-e0af5b2ac959
-70.4167,52.3833,CMN,CANL 53283,unknown,,953,463849,urn:uuid:3f1df1ab-9449-4178-a4cb-18e8082d8993
-131.467,52.3833,CMN,CANL 74072,unknown,,90,469592,urn:uuid:a74eb367-4dd7-468f-acaf-4b1a59219b26
-72.266667,52.383333,QFA,QFA0306485,unknown,,457,2659415,urn:uuid:fecd7b6c-4dcc-4195-b0ce-71d2fde48825
-126.6,52.4,CMN,CANL 36736,unknown,,1402,460599,urn:uuid:12d8fa9c-cf19-4f83-a158-30698f4fa2a9
-126.6,52.4,CMN,CANL 36739,unknown,,1402,460600,urn:uuid:c7dcaec2-5fdc-41e0-a188-ffc60949b360
-70.25,52.416667,QFA,QFA0303629,unknown,,1006,2659543,urn:uuid:de18ecb9-1279-4231-94ff-69886dd6455d
-70.25,52.416667,QFA,QFA0306597,unknown,,1006,2659459,urn:uuid:421ccfe8-810a-487a-a086-5e98f77f2f2b
6.975986,52.424914,WIS,WIS-L-0044573,WGS84,3036,,1100604,urn:uuid:9a66815f-be07-41a5-9367-287b1d36b0f0
-67.116667,52.433333,WIS,WIS-L-0125453,unknown,,46,3355193,urn:uuid:f5253af4-872c-49ae-bec5-753045fa2c51
-62.116667,52.433333,MOR,L-0019215-MOR,unknown,,46,5423253,urn:uuid:b180333b-53dc-46d2-b48a-7fe687431c06
6.4513,52.44487,LD,1020859,unknown,,,3922807,urn:uuid:bd81f3f3-6bbe-4bd5-9fa1-73e5808caff6
-124.7,52.47,UBC,L33081,unknown,685,1800,3060843,urn:uuid:08f7e92b-863a-41d7-bbb0-4facd4e8e688
-173.5883,52.47448,UBC,L53861,unknown,7,146,4365806,urn:uuid:18bbe9b4-db36-4dd3-b1e8-9b908f6a40af
173.5883,52.47448,UBC,L49037,unknown,7,146,3105879,urn:uuid:71808aa7-ee3e-4ca6-bacd-8908dac671fe
-70.333333,52.483333,QFA,QFA0306608,unknown,,915,2659470,urn:uuid:305f3615-4cb1-49fd-89a4-b31e35022684
9.866989,52.499459,PH,PH00779388,WGS84,7852,,4813576,urn:uuid:5726b0ba-9598-4a27-8c98-79ba1bae33a0
-76.633333,52.55,QFA,QFA0306588,unknown,,244,2659452,urn:uuid:316fc0c0-b20c-4ce0-87d9-37b47f2451f8
-131.783,52.5833,CMN,CANL 29458,unknown,,610,458749,urn:uuid:a43fc660-8ba6-45a2-b620-9bdbf3a6195f
-78.716667,52.6,F,C0058776F,unknown,3036,,2248038,urn:uuid:9c0c84fb-d8f9-4e83-9cbb-cacc80022a3d
-131.7,52.6333,CMN,CANL 96479,unknown,,,477257,urn:uuid:4e0a348b-8d1e-4d15-8cee-6a907689f4cf
-131.92,52.65,UBC,L36029,unknown,685,731,3091027,urn:uuid:02efdb66-b390-4164-a86b-e67440b73ea6
-118.05,52.6667,CMN,CANL 35102,unknown,,2133,460307,urn:uuid:82be5bec-0564-47cb-98c4-3540df228558
-132.033,52.6833,CMN,CANL 96503,unknown,,,477276,urn:uuid:ae3156d0-36aa-4bff-bace-a3fdd26510c4
-132.833,52.6833,CMN,CANL 106605,unknown,,731,449551,urn:uuid:ca42c373-e28b-4cb9-a343-d9a56d63e8d0
-117.667,52.7167,CMN,CANL 75419,unknown,,2134,470289,urn:uuid:b1516189-b6b2-4d72-bd93-3e55ca15fc88
-117.667,52.7167,CMN,CANL 75421,unknown,,2134,470291,urn:uuid:94807833-f6e4-4c66-86dc-498f7877f3a7
-131.983,52.7167,CMN,CANL 107120,unknown,,40,449596,urn:uuid:1a158eb7-1ae8-43f2-8470-3252d150b764
-118.267661,52.718093,WIS,WIS-L-0125346,WGS84,5483,1981,3180659,urn:uuid:36d0e680-8f16-4101-80b9-a63d59062b52
-117.583,52.7333,CMN,CANL 27118,unknown,,2316,458023,urn:uuid:35a43425-42eb-4b85-8434-671cc0402118
-117.583,52.7333,CMN,CANL 75417,unknown,,2316,470287,urn:uuid:e7cc9b35-a193-4aed-9b68-5077f626c01c
173.98033,52.73425,WIS,WIS-L-0017648,unknown,,37,1014244,urn:uuid:bde79910-c621-4af4-bde6-d4265cb10372
173.97503,52.73778,WIS,WIS-L-0017636,unknown,,37,1014232,urn:uuid:42c7d7d0-c23a-4028-8c0b-a9222cd78f04
