decimalLongitude,decimalLatitude,institutionCode,catalogNumber,geodeticDatum,coordinateUncertaintyInMeters,minimumElevationInMeters,occid,recordID
-65.5333328,-54.8833351,MSC,MSC0008519,unknown,,500,280687,urn:uuid:402f253f-c1ee-46d2-8f08-e91d760b7a84
-64.4,-54.85,CANB,CANB 898211.1,WGS84,1000,520,4113907,urn:uuid:31c1393f-6e48-4dfc-bfeb-7ba6abf5e79c
-64.4,-54.85,CANB,CANB 898212.1,WGS84,1000,520,4113840,urn:uuid:f61ae166-93a7-4f1f-aa01-befd711c9d5b
-64.4000015,-54.8499985,MSC,MSC0008481,unknown,,520,280454,urn:uuid:b8873433-b1bc-43e7-b47b-f1449e973784
-64.4000015,-54.8499985,MSC,MSC0008482,unknown,,520,280465,urn:uuid:6de2dbc4-a4a9-48d2-ae10-b07e97de0beb
-64.6,-54.816667,CANB,CANB 898213.1,WGS84,1000,210,4113842,urn:uuid:20d49fb6-f73d-4cfd-ad91-b5ddc0c53923
-67.8,-54.8,CANB,CANB 898244.1,WGS84,1000,,4115678,urn:uuid:c448b1a9-b1b9-454a-bced-4f43a0175820
-67.8,-54.8,CANB,CANB 898243.1,WGS84,1000,,4115677,urn:uuid:98b2cf20-504b-4055-9692-a067943c0377
-67.8000031,-54.7999992,MSC,MSC0008483,unknown,,,280476,urn:uuid:9c5cc9ac-155b-42e6-8b01-3c6daf35eed4
-67.8000031,-54.7999992,MSC,MSC0008484,unknown,,,280487,urn:uuid:2ca54620-55f2-47df-b6c8-7e2ae2f20848
-67.8000031,-54.7999992,MSC,MSC0008485,unknown,,,280498,urn:uuid:7151f1f0-796e-4925-a88b-932fe4ce578f
-65.2833328,-54.7999992,MSC,MSC0008518,unknown,,600,280686,urn:uuid:baab4914-b99a-415f-a0a6-2442d3cac32e
-64.3833313,-54.7833328,MSC,MSC0008507,unknown,,456,280674,urn:uuid:54e34d96-c1d3-4101-a5ae-cac2f696a2ea
-64.016667,-54.766667,CANB,CANB 898209.1,WGS84,1000,,4113905,urn:uuid:3fe3fe43-0d36-4f10-8df0-0bfcf798f7f5
-63.8833351,-54.7666664,MSC,MSC0008517,unknown,,450,280685,urn:uuid:f090dd80-dd7f-433d-8530-c022e96848b4
-64.016667,-54.75,CANB,CANB 898210.1,WGS84,1000,470,4113906,urn:uuid:6a68598d-fd99-4a0b-a9b1-d6fc0e61b0c4
-68.0166702,-54.7166672,MSC,MSC0008511,unknown,,300,280679,urn:uuid:7dd49a97-156a-4c14-8609-defcb8cdda04
-68.1166687,-54.7166672,MSC,MSC0008515,unknown,,970,280683,urn:uuid:717b15ce-0e8a-4ff0-9c67-2d6a04bdd6a4
-68.1166687,-54.7166672,MSC,MSC0008516,unknown,,970,280684,urn:uuid:8cfc797a-ec95-4fd3-bf42-76d371216ed5
-68.116667,-54.716667,CANB,CANB 898249.1,WGS84,1000,970,4115680,urn:uuid:30513e0b-7a4c-4d86-bfb3-2bfa1613ab5a
-68.016667,-54.716667,CANB,CANB 898247.1,WGS84,1000,300,4113947,urn:uuid:31014862-f93d-4c96-aac2-19d5513d4482
-67.75,-54.7000008,MSC,MSC0008512,unknown,,610,280680,urn:uuid:0c43aa8d-bb43-4df1-b641-1dbd27d9c61c
-67.7833328,-54.7000008,MSC,MSC0008513,unknown,,420,280681,urn:uuid:14bfb64c-8248-419d-899a-cdf6c38929c5
-67.7833328,-54.7000008,MSC,MSC0008514,unknown,,420,280682,urn:uuid:2a94da80-da6e-44b5-9af5-0a1227f20e03
-67.783333,-54.7,CANB,CANB 898248.1,WGS84,1000,420,4113948,urn:uuid:628be854-2dcb-4d81-9e69-91aa75a4e81d
-67.833333,-54.666667,F,C2004553F,unknown,,300,4817408,urn:uuid:914d0396-06d1-498b-8158-f255cc8edbcd
-67.7333298,-54.6500015,MSC,MSC0008509,unknown,,110,280676,urn:uuid:54daf6cc-f650-425a-a5c4-aa25da890b5e
-67.7333298,-54.6500015,MSC,MSC0008510,unknown,,110,280678,urn:uuid:82d0c30f-e0fb-4246-adc6-18768cc1090e
-67.733333,-54.65,CANB,CANB 898246.1,WGS84,1000,110,4113946,urn:uuid:9c0faa17-7477-4c72-b409-c9f8959fb8ef
-67.4666672,-54.6166649,MSC,MSC0008508,unknown,,85,280675,urn:uuid:1230cfdb-aeab-4969-b00f-e19db9d3bb0c
-67.3000031,-54.3833351,MSC,MSC0008488,unknown,,,280531,urn:uuid:f63769aa-a9ad-4f73-92ec-97da9b393d29
-67.3,-54.383333,CANB,CANB 898245.1,WGS84,1000,,4115679,urn:uuid:4a4628e9-cc25-41a5-b77f-e6385ddaf92a
-67.25,-54.25,MSC,MSC0008486,unknown,,,280509,urn:uuid:ff06be3f-3119-4d51-8bd5-769299968f40
-36.66861111,-54.15833333,LD,1035375,unknown,,,3927035,urn:uuid:0d3040a1-118e-4f05-8fab-18dd05f74ac8
-36.66861111,-54.15833333,LD,1035567,unknown,,,3927090,urn:uuid:448f3d8a-0894-4c34-b9c9-05fdc5361083
-67.966667,-54.05,CANB,CANB 898242.1,WGS84,1000,,4113945,urn:uuid:fce90cf1-1fcd-43c4-a7f8-c0557e17e4a8
-67.9666672,-54.0499992,MSC,MSC0008504,unknown,,,280671,urn:uuid:9da5c05b-a356-4baf-87a2-e377fd1e2731
-67.44,-53.984,MSC,MSC0008487,unknown,,,280520,urn:uuid:c2be632d-e674-4d78-b8de-46c31e18a313
-67.70946,-53.78769,F,C1015546F,WGS84,88420,10,1169762,urn:uuid:44b3b726-3fbd-4af1-b310-a016ad7e27f7
-67.70946,-53.78769,F,C1015540F,WGS84,88420,10,1169763,urn:uuid:a665140b-99d6-4437-be83-36f04d0c131e
-67.9333344,-53.6666679,MSC,MSC0008505,unknown,,0,280672,urn:uuid:0a70968c-8e4d-4e2c-a4f4-70364b165a94
-67.9333344,-53.6666679,MSC,MSC0008506,unknown,,0,280673,urn:uuid:ecd9a322-58d4-48c1-ba01-b1089077a389
-72.428915,-53.372552,MSC,MSC0008523,WGS84,2860,610,280692,urn:uuid:b4abc6ab-a9ad-4042-946e-b2b320af6f13
-70.90528,-53.16083,GB,GB-0189064,unknown,0,0,3906999,urn:uuid:be6a2890-55f9-42c1-bc12-cfb7bd9bd328
-71.03,-53.155,MSC,MSC0008524,unknown,,624,280693,urn:uuid:61470dda-20e4-4984-a915-b649da0a0cd1
-71.03,-53.155,MSC,MSC0008525,unknown,,624,280694,urn:uuid:c31fa91f-2c8e-4af9-9fc5-4ecf19b5866c
-71.03,-53.155,MSC,MSC0009864,unknown,,624,282892,urn:uuid:0f634cda-a527-4961-8031-93441d1369a7
-69.48332977,-52.15000153,MSC,MSC0008520,unknown,,,280689,urn:uuid:7fc640bf-57dc-4dfa-a6b4-039f8e59e974
-69.4833298,-52.1500015,MSC,MSC0008521,unknown,,,280690,urn:uuid:1cadd4f6-3403-41ed-ad9e-e59ff7a8b4da
-69.4833298,-52.1500015,MSC,MSC0008522,unknown,,265,280691,urn:uuid:33d627d0-d1e7-4bb3-8de0-ed6cf035ced9
-69.6333,-52.0667,TROM,46042/1,WGS84,,130,3857152,urn:uuid:479535d5-e51e-4606-988b-bed6750323c6
-71.985587,-52.04803,DUKE,313869,WGS84,,,1883446,urn:uuid:6c5eb271-89d4-4a45-9560-e9c6b2525fc8
-71.944106,-52.038421,NY,01222274,WGS84,,,891550,urn:uuid:a64bf171-4b01-4316-9206-38f75e304465
-60.9425,-51.91683,MSC,MSC0008476,unknown,,610,280398,urn:uuid:fb49c355-ba90-43a7-a251-89b841591281
-60.9425,-51.91683,MSC,MSC0008478,unknown,,686,280420,urn:uuid:bcc06593-de57-42e4-bb41-e935b4c8d9d6
-60.9425,-51.91683,MSC,MSC0008480,unknown,,658,280443,urn:uuid:fb672344-3139-4422-90b6-932f2a3c6a18
-58.766,-51.7195,MSC,MSC0008475,unknown,,549,280387,urn:uuid:305c5043-c3aa-468e-a4ee-43fd755d6b74
-58.82633,-51.7,MSC,MSC0008437,unknown,,686,279965,urn:uuid:7b515d64-f4e3-4a18-a65b-d64ba3cf9752
-59.601849,-51.619028,MSC,MSC0280358,unknown,,,4791141,urn:uuid:3ef12888-8b02-4cfb-b974-8fad380a611d
-60.0755,-51.57517,MSC,MSC0008477,unknown,,671,280409,urn:uuid:476d60d5-5022-4847-b73b-5bb76c7b18be
-60.68083,-51.3555,MSC,MSC0008479,unknown,,,280431,urn:uuid:40452150-4e1c-4005-9d84-70e381dba036
-60.69777778,-51.35194444,LD,1035311,unknown,,,3927015,urn:uuid:a88cf4b6-c2ff-4e8e-8ff5-64ac954d4b70
-71.75,-50.85,CANB,CANB 633407.1,WGS84,1000,,4049096,urn:uuid:c14bdf6b-3f0a-4b2d-af12-fa185ee97a3d
-71.75,-50.85,US,,unknown,,,2752180,urn:uuid:672ea5e8-11f7-4aa3-947b-d90690891212
169.21667,-45.36667,DUKE,313865,unknown,,1600,1868756,urn:uuid:f6d22e26-ed44-412b-ac64-a0ddfeb42723
169.2316667,-45.345,LD,1264692,unknown,,,3954751,urn:uuid:3ddeaf8f-0ab7-41ef-80e2-f22fa34e7d45
169.2316667,-45.345,LD,1264752,unknown,,,3954758,urn:uuid:14647158-ba7a-4c03-ac7f-5d82575594fe
169.2315,-45.3438,TROM,44514/1,WGS84,,1360,4660887,urn:uuid:9df80f90-f68a-4db1-b106-056d999bb681
169.231267,-45.343733,FR,FR-0068365,unknown,,,5283554,urn:uuid:de55ca4f-f09f-4804-bd08-42f89fb68db9
169.20781,-45.31247,DUKE,313867,unknown,,1554,1869801,urn:uuid:c5b741ff-b788-4a43-a34f-bc48afc968e8
169.20781,-45.31247,DUKE,313868,unknown,,1554,1872217,urn:uuid:f1b38802-8727-4ce6-b3d6-845b981bf151
168.783333,-45.083333,CANB,CANB 880666.1,WGS84,1000,,4095655,urn:uuid:5a644679-db88-4130-a1e2-2569d5629990
171.516667,-43.5,CANB,CBG 9604029.1,WGS84,1000,1580,4025544,urn:uuid:68110945-4e0b-4c37-b2d5-afdff7a366b0
171.516667,-43.5,CANB,CBG 9604027.1,WGS84,1000,1580,4025228,urn:uuid:11b29415-69c2-482c-8f3f-905bb8d3c364
171.516667,-43.5,CANB,CBG 9604028.1,WGS84,1000,1580,4025535,urn:uuid:4ef7e40a-c40f-47e8-b92d-28db8b0c5e79
171.5166667,-43.4833333,ASU,ASUL034561,unknown,,1900,52393,urn:uuid:beace51c-2b30-4476-a683-094dcc7c19cd
171.5166667,-43.4833333,MIN,760180,unknown,,,354797,urn:uuid:f3a6371a-a3e5-4b63-af16-af87eca42196
171.716667,-43.041667,CANB,CANB 880668.1,WGS84,50,1600,4095656,urn:uuid:4f4bb1f2-e059-45f7-a851-4bcd3fea5cc9
147.2333333,-42.9,ASU,ASUL034550,unknown,,1260,45452,urn:uuid:1d96f6b7-40be-466d-993b-04e0572fd2c0
147.229996,-42.889999,LSU,LSU00189936,WGS84,4026,1260,3142128,urn:uuid:3785f48d-6a5c-459b-9ce8-f8dae5e15e8d
146.58,-42.69,ASU,ASUL034549,WGS84,1359,1260,73140,urn:uuid:d1dbd18c-c0fb-473e-9e99-ac2cae9a61a2
146.580002,-42.689999,LSU,LSU00189949,WGS84,3046,1260,3141755,urn:uuid:deb55d09-62ee-4f04-a375-a2b6b156099f
146.6637,-42.6858,TROM,45630/1,WGS84,,1280,3856657,urn:uuid:d3f75afe-339e-4e6b-9bcc-4fa6efb25e55
145.9166667,-41.6666667,ASU,ASUL034548,unknown,,1040,124597,urn:uuid:d6559272-2bf6-447d-a020-8e2aa6fa792e
145.95,-41.65,CANB,CBG 9207622.1,WGS84,1000,,4032612,urn:uuid:acd7a653-a115-4ac8-be73-78246885af89
148.3,-36.65,CANB,CBG 9805611.1,WGS84,25000,2200,4027147,urn:uuid:e70073fa-2605-46be-8925-b807772ec145
148.283333,-36.466667,CANB,CBG 9005743.2,WGS84,1000,2150,4016180,urn:uuid:c0b43400-e139-4edb-9945-59506a72f03b
148.283333,-36.466667,CANB,CBG 9005743.1,WGS84,1000,2150,4016171,urn:uuid:dbc7a026-ca32-49b7-9343-f2f5303b1728
148.266667,-36.466667,CANB,CBG 9604018.1,WGS84,1000,1930,4022348,urn:uuid:cc17755d-e97f-4329-be95-05038465632a
148.2633333,-36.45583333,LD,1090719,unknown,,,3941868,urn:uuid:ae3c1231-7023-4cde-9814-84fa733b2d4c
148.283333,-36.45,CANB,CANB 612696.1,WGS84,1000,2150,4057336,urn:uuid:648b1fe5-f166-4fc8-a384-cf41c8542b51
148.266667,-36.45,CANB,CBG 9604019.1,WGS84,1000,2200,4027144,urn:uuid:e8db0fb5-b457-4075-b596-1a6ff8729b48
148.266667,-36.45,CANB,CBG 9604020.1,WGS84,1000,2200,4027150,urn:uuid:b9a409cf-b4f5-4f28-ba0e-8cd4e9204fa3
148.322311,-36.44724,BRY,BRY-L-0002767,WGS84,1174,1981,1078264,urn:uuid:72cf2cd5-af57-486a-9157-e8b9f9d88d29
148.322311,-36.44724,COLO,COLO-L-0064405,WGS84,1174,1981,4659080,urn:uuid:5984cf44-96b3-4054-8914-f8b7d1f1638a
148.3266667,-36.44694444,LD,1090591,unknown,,,3941835,urn:uuid:d32f4af0-ef47-4e42-bccc-ebb9b69a467b
148.32487,-36.44573,DUKE,313866,unknown,,1981,1862568,urn:uuid:fc6a0749-f319-463d-bf25-93796b3970bd
148.322431,-36.443513,WIS,WIS-L-0110835,WGS84,3915,1950,1485038,urn:uuid:48779c81-71bd-47c2-83ed-e6a2514a98a8
148.32951,-36.43869,F,C0303565F,unknown,2000,1980,2931829,urn:uuid:2e78553b-c61c-4661-a3e1-fc4706451b8d
148.3166656,-36.4333344,MSC,MSC0081571,unknown,,1920,277213,urn:uuid:856c28cf-0dc4-4279-8335-5beb1eebf8d0
148.3166667,-36.43333333,LD,1090655,unknown,,,3941852,urn:uuid:d1c7c7ba-d29a-4e4b-9a9a-9fab7c40920d
148.3166667,-36.4333333,ASU,,unknown,,1980,64837,urn:uuid:5ac80fde-6906-428a-a310-0df4b963b500
148.3166667,-36.4333333,DUKE,313864,unknown,,1980,1883956,urn:uuid:1891727b-ed45-4000-a0a4-68a9f1cce0b0
148.316667,-36.433333,CANB,CBG 9805624.1,WGS84,1000,1920,4027278,urn:uuid:1dc66e20-ddaa-402f-9492-d47712239176
148.283333,-36.433333,CANB,CBG 9207621.1,WGS84,1000,2100,4032821,urn:uuid:c42f25dc-811f-44ef-b52a-b1d88e8aba9f
148.333333,-36.433333,CANB,CBG 8317926.1,WGS84,1000,2000,4018821,urn:uuid:ce2c8b6f-60f8-4cb0-9c40-768e41d55fbd
148.266667,-36.433333,CANB,CBG 9604021.1,WGS84,1000,2120,4027161,urn:uuid:fb7bfa3c-21ba-4253-99e1-3acd57d60e40
148.283333,-36.433333,CANB,CANB 190297.1,WGS84,1000,2000,4064082,urn:uuid:d2346ee7-8e95-4233-b43c-f6370a86ee83
148.316667,-36.433333,CANB,CBG 9207620.1,WGS84,1000,1980,4023511,urn:uuid:a6902d22-1c55-4fb6-998e-200504334137
148.316667,-36.433333,CANB,CANB 667126.1,WGS84,1000,1950,4016173,urn:uuid:6a888eed-5557-4bf0-9810-e425d582a3b4
148.316667,-36.433333,LSU,LSU00189950,unknown,,1980,3141607,urn:uuid:468db0b0-526a-43be-a63c-efd9508464ba
148.3167,-36.4333,B,139669,unknown,,,5139000,urn:uuid:2bc651a2-e7c8-4127-8ed6-d2cad342f227
148.328896,-36.431684,LSU,LSU00189935,WGS84,7212,1981,3141745,urn:uuid:879dd44f-acc8-485f-b353-9ac646bebbaf
148.32899,-36.431573,ASU,,WGS84,5089,1980,64095,urn:uuid:2bbf5d39-7cd1-4234-b629-21632d8b54da
148.33,-36.43083333,MIN,872196,unknown,,,409810,urn:uuid:2baa2110-ea32-4637-a02b-8470f22c0bb4
148.32,-36.43,NY,04591693,unknown,,1980,5408006,urn:uuid:753d8b1d-aba7-438d-bb2e-8aab064d63a5
148.33,-36.42333333,LD,1264812,unknown,,,3954765,urn:uuid:413e68ec-a2c7-4709-afec-e7c8197c0e3b
148.33,-36.42333333,LD,1264872,unknown,,,3954773,urn:uuid:91d7fa56-bea5-4c89-bfb5-3e3a62801889
148.33,-36.42333333,LD,1268171,unknown,,,3955289,urn:uuid:34861f4a-2880-47e4-8aa4-64b804df2c3c
148.33,-36.42333333,LD,1277531,unknown,,,3956916,urn:uuid:be3b01bc-20e9-40ad-bfa8-b4da7010d7bb
148.28,-36.4225,CANB,CANB 947245.1,WGS84,50,2070,4660851,urn:uuid:5f277085-cde2-434a-ac9c-f067f84dbb16
148.283333,-36.416667,CANB,CANB 231201.1,WGS84,1000,,4108945,urn:uuid:2d8aa5e1-bc93-4114-a62c-f3f3b10cb566
148.316667,-36.416667,CANB,CBG 8005964.1,WGS84,1000,1980,4045653,urn:uuid:6460a581-fd08-4b61-af7e-f4d8bf8c37d6
148.283333,-36.416667,CANB,CANB 231205.1,WGS84,1000,,4108946,urn:uuid:ade7290e-1e70-4f6b-bcef-ef9361b54cd7
148.266667,-36.416667,CANB,CBG 9604024.1,WGS84,1000,1920,4027257,urn:uuid:5e8b4a25-99ef-4552-a52e-0106f533c4ca
148.316667,-36.416667,LSU,LSU00189948,unknown,1000,1980,3141523,urn:uuid:5c74cb0f-fbb9-40f4-9742-083c8ee4fd73
148.266667,-36.4,CANB,CANB 253488.1,WGS84,10000,2100,4108947,urn:uuid:6acb427f-cd8c-4b91-aa8a-affffd9045d1
148.266667,-36.333333,CANB,CBG 8110658.1,WGS84,1000,2150,4044902,urn:uuid:35a43f84-6299-4a80-b50b-b16019c7ac7b
148.348574,-36.296984,MSC,MSC0131609,WGS84,35333,1981,194744,urn:uuid:b4605b7d-268b-4294-8603-6685be1554bc
145,-5.75,CANB,CANB 880669.1,WGS84,1000,4400,4095657,urn:uuid:b1d9f9ed-8e88-42bf-a3b6-a0ce96e572f7
-1.016667,1.016667,SBBG,SBBG000788L,unknown,,151,4818102,urn:uuid:d2051c75-a2a7-45ec-b339-a6b746c2f8c0
-74.101564,3.90696,COL,273293,WGS84,924,4130,5352950,urn:uuid:3b8c12e4-ebaf-46b0-971d-fa5b467f4a6d
-72.90888889,4.1,COL,379,WGS84,938002,,5355697,urn:uuid:76c7d57f-c38b-4efe-b7a0-fca72d48b5aa
-75.371111,4.778057,COL,314356,WGS84,,4475,5355048,urn:uuid:0de75e31-25a1-412a-91d7-c479ef9038b2
-73.12176,5.75953,LD,1001456,unknown,,,3918314,urn:uuid:3706a7c1-0f54-4a35-a4a6-4498dcc95df1
-72.550091,5.991061,COL,273183,WGS84,458,3590,5352889,urn:uuid:cd6ae3a5-90df-4a02-9dce-87a01a8ec0ad
133.114295,33.768252,DUKE,342963,WGS84,,,2932918,urn:uuid:5681691f-dc85-4231-b425-e7b078e00537
133.114295,33.768252,DUKE,342962,WGS84,,,2932976,urn:uuid:124e4c31-9aad-443c-82ca-731066641955
107.75,33.95,LD,1097887,unknown,,,3944064,urn:uuid:1482faf3-d4ba-42a1-9380-a7851366b388
107.765192,33.955197,DUKE,342747,WGS84,,3400,2933227,urn:uuid:bd96f7d3-663e-46cc-a8f8-a224038a0560
135.79259,34.39214,INM,151668,unknown,,,4392882,urn:uuid:0bb371d0-6cd4-4f04-b136-92865532e26d
-83.146099,35.079942,F,C0058997F,unknown,,,2248861,urn:uuid:16ba5f78-0bee-45f6-bfa2-67a43533ec93
-83.138203,35.080925,ASU,ASUL020366,WGS84,2000,,2928931,urn:uuid:b0211f30-2378-408e-9a52-5afaad55252d
-111.652383,35.341953,ASU,ASUL009288,WGS84,301,,4791735,urn:uuid:00d7cc01-ab23-4737-a6d7-5633d41f31f6
-83.08514,35.426785,CINC,CINC-L-0000786,WGS84,1150,,1807480,urn:uuid:4d846d47-5dc0-421a-90e0-9a9cfc3e6a96
-83.50889,35.60056,TENN,TENN-L-0000866,WGS84,51603,,1014882,urn:uuid:0445e512-6558-4a28-8541-7734787bf74e
-83.408492,35.636484,MSC,MSC0049619,WGS84,301,6000,244206,urn:uuid:1ef1038b-7fcd-433d-977c-2b2fbcee775b
-83.45111,35.6625,TENN,TENN-L-0000867,WGS84,1553,1524,1014883,urn:uuid:39716e49-6a2f-4fcc-a85e-44056d0c3688
138.183333,35.716667,DUKE,342960,WGS84,,,2933134,urn:uuid:9ba174d0-10b6-49ab-b7a3-5bab461f567f
137.69522,35.78408,INM,151690,unknown,,,4392904,urn:uuid:708c96f2-3305-4975-a45d-dbac2b8f0b6b
137.69522,35.78408,INM,151692,unknown,,,4392906,urn:uuid:3e52ff73-7c09-48f6-a1d3-4ca051d86b98
137.69522,35.78408,INM,151693,unknown,,,4392907,urn:uuid:9905b3d4-99f0-4fad-b5ff-cb15aa5a3674
137.69522,35.78408,INM,155927,unknown,,,4397233,urn:uuid:1f06738c-cd52-464b-be21-f9d18533a7be
-105.775,35.791111,OMA,1135,unknown,,3750,794332,urn:uuid:e41fa6e2-a947-4acd-9c79-7697764e177e
-105.780278,35.791111,OMA,11665,unknown,,3671,794482,urn:uuid:964610de-48d0-4019-888f-e55e204d4110
-105.775,35.791111,UCSB,UCSB043587,unknown,,3730,2748650,urn:uuid:61adbcd1-06f6-497b-8763-0263f4dc144b
-105.775,35.79111111,CAS,455457,unknown,,3730,2644531,urn:uuid:e605e2b1-5aea-422e-b02f-68f87d8169f5
137.98256,35.91531,SMNH,204,unknown,,,4409287,urn:uuid:1b0c880f-2750-46b4-96b8-cd0873301e3c
-81.847611,36.099016,MSC,MSC0049616,WGS84,2221,1818,244203,urn:uuid:32c0eb22-64a6-4214-bd16-0ed442994551
-80.244216,36.09986,TENN,TENN-L-0001033,WGS84,13980,,1015049,urn:uuid:aadb78ee-2cf5-4941-8d8a-08be77f68eae
-82.122067,36.104564,F,C0059950F,unknown,,,2248672,urn:uuid:344c4871-9c3e-4a15-85b7-c726ed35dc0d
-82.1105,36.1065,OSC,54708,unknown,,1920,2230320,urn:uuid:919d8fff-3f8d-445b-9e3d-550ff044588e
-81.811499,36.111239,YPM,YU.239480,WGS84,3470,1524,1656542,urn:uuid:e3cffb98-a701-4992-b979-e50804381d44
-81.811499,36.111239,YPM,YU.239481,WGS84,3470,1524,1656543,urn:uuid:ec726052-a4c5-4d10-a51f-21ae3abf0b59
-81.811499,36.111239,TENN,TENN-L-0001052,WGS84,301,,1015068,urn:uuid:8584bcc5-2e45-4fa2-8e59-d68eb95902eb
-81.810441,36.117331,F,C0059956F,unknown,3786,,2248296,urn:uuid:bb2de53a-bdb1-43eb-9cbd-964e36a2f643
138.04553,36.13213,GB,GB-0177640,unknown,0,0,3901887,urn:uuid:f26c6662-a786-4466-a8e0-560d471757e6
138.04553,36.13213,LD,1062095,unknown,,,3934766,urn:uuid:4f55a117-fa12-4952-b37c-9115ba621870
136.766667,36.15,DUKE,342954,WGS84,,,2932885,urn:uuid:ce4cbb94-fc4f-406c-95d4-e6e75e4fca1f
-82.07056,36.19611,TENN,TENN-L-0000868,WGS84,4118,1981,1014884,urn:uuid:84baf1ba-ebf6-4407-b696-3154f6fa104d
-91.174573,36.202568,PH,PH00107723,unknown,2036,,1778169,urn:uuid:20f72a9d-7b89-40e1-98ef-75c8cd9c19e8
136.3152,36.303394,MIN,663128,WGS84,12822,,318889,urn:uuid:fa2eae78-0fce-4cb6-b5dd-2f54eac0df63
138.26141,36.33999,INM,163381,unknown,,,4404848,urn:uuid:1128f018-bfb8-41ce-8b31-1f6602154913
137.587371,36.3896,DUKE,342959,WGS84,,,2933251,urn:uuid:f5bae25a-51a7-4007-a6ab-0c04b0f017ba
137.594002,36.392949,WIS,WIS-L-0104374,WGS84,460,,1392248,urn:uuid:4fd1270e-934d-4348-8e83-d9cc05611585
137.51647,36.41516,DUKE,342965,WGS84,,,2933037,urn:uuid:3c51e8d2-f6e6-4b22-b545-4c01bd092bdc
137.513635,36.446567,DUKE,342956,WGS84,,,2932860,urn:uuid:21a737e5-cce2-4de0-9618-6828c62f84a7
137.513635,36.446567,DUKE,342957,WGS84,,,2932873,urn:uuid:655f4619-7ade-4182-bfa4-bae765b97075
137.544994,36.469277,DUKE,342955,WGS84,,,2932948,urn:uuid:7c3ee2f3-62e7-4613-a80d-bc5f199ba723
136.5632,36.49758,INM,151700,unknown,,,4392914,urn:uuid:cae40663-00f9-4f87-969c-ed01a5c383df
-105.430933,36.569733,BRY,BRY-L-0037892,unknown,,3170,2581279,urn:uuid:3cdc1021-f3a1-4c38-99f8-d2ae502036e4
-105.416952,36.583714,WIS,WIS-L-0044834,WGS84,4251,3597,1100711,urn:uuid:b1d2e661-ffff-45a9-9224-0b1357102606
137.31032,36.60218,SMNH,203,unknown,,,4409286,urn:uuid:19f7dded-8541-4161-a2f2-579cd941d27b
137.26935,36.63746,LD,1061967,unknown,,,3934729,urn:uuid:1c348012-e1a6-45ed-b521-232ba30a0be6
137.84962,36.64908,INM,151695,unknown,,,4392909,urn:uuid:4c4ae040-0045-4f23-bb05-f00589039fd8
137.32442,36.65248,INM,151698,unknown,,,4392912,urn:uuid:5e92623b-a43e-4c03-a6ee-886d74d42a3f
137.32442,36.65248,INM,151699,unknown,,,4392913,urn:uuid:4756b4df-2e44-4dcd-92e2-a95ca0753609
137.21368,36.66982,INM,163461,unknown,,,4404928,urn:uuid:d1e199ea-414f-4346-834b-3fd8528b03b7
138.98685,36.69698,INM,163619,unknown,,,4405109,urn:uuid:03b0ded9-a389-495f-816b-b11e56f5b430
138.98685,36.69698,INM,164594,unknown,,,4406107,urn:uuid:52fdb546-5232-4a6e-97a7-5ebe9cace9b1
138.98685,36.69698,INM,151689,unknown,,,4392903,urn:uuid:eead404e-1252-4333-88f2-4084d9214327
138.98685,36.69698,INM,37308,unknown,,,4391075,urn:uuid:a55236e0-702f-4d42-961e-9084fa95a5b2
139.58623,36.75233,INM,151666,unknown,,,4392880,urn:uuid:4a407151-6819-400e-a4ae-b2ab8592829a
139.58623,36.75233,INM,151667,unknown,,,4392881,urn:uuid:d26cd392-0fdb-463b-8458-c0ee7509d128
137.75859,36.758718,DUKE,342949,WGS84,,2700,2933229,urn:uuid:9b172a17-5a22-40cf-939a-a4e63f38c8ab
137.758404,36.759561,MSC,MSC0145378,WGS84,5096,2700,206390,urn:uuid:99c74331-60dd-41a7-802c-1bc530f1e795
137.759103,36.761488,TENN,TENN-L-0001095,WGS84,1478,2700,1015111,urn:uuid:74717f15-3dd5-4c70-b02d-cecc73b8bbbb
137.814219,36.78343,DUKE,342964,WGS84,,,2933020,urn:uuid:2449c920-2b0c-484b-a5da-3ea058058463
139.659374,36.845578,WIS,WIS-L-0104373,WGS84,1769,1680,1392247,urn:uuid:2b98433e-eba1-4bb0-882e-1d25c00ef1d7
138.690479,36.845785,MSC,MSC0120912,WGS84,1277,,189375,urn:uuid:695958e0-e44a-4eb8-9615-1d626d990dd0
138.690479,36.845785,DUKE,342953,WGS84,,,2932960,urn:uuid:3363dc13-611b-426f-adfa-28e6e857d49f
137.502,36.93391,SMNH,207,unknown,,,4409290,urn:uuid:d871290f-ecc6-43e2-9adf-5d3463be9667
137.502,36.93391,SMNH,208,unknown,,,4409291,urn:uuid:759c4eed-6c86-436f-96f0-dd5236141859
-77.401927,37.227928,TENN,TENN-L-0001050,WGS84,3036,,1015066,urn:uuid:a8085230-50e4-4f21-9cde-5c577e607f23
-105.165009,37.291916,F,C0059941F,unknown,2952,4115,2244691,urn:uuid:dde1b9fd-abd1-4991-9654-e720b1345c2e
-107.215604,37.448614,MSC,MSC0049594,WGS84,301,3658,244178,urn:uuid:8f8d6694-6e9d-4f34-b3a1-8ebda6a719bf
140.11324,37.54788,INM,160858,unknown,,,4402279,urn:uuid:03c59458-91aa-4f9f-8d58-705fe22baca7
