decimalLongitude,decimalLatitude,institutionCode,catalogNumber,geodeticDatum,coordinateUncertaintyInMeters,minimumElevationInMeters,recordID,references
-57.96283,-51.69683,MSC,MSC0008212,unknown,,152,0f49f720-8c31-4e74-890e-7f409e48ecbc,https://lichenportal.org/portal/collections/individual/index.php?occid=277823
-57.98,-51.7,MSC,MSC0008213,unknown,,61,5b73876a-374d-4fe0-aff9-5a65e50e104b,https://lichenportal.org/portal/collections/individual/index.php?occid=277834
-58.983,-51.80017,MSC,MSC0008214,unknown,,,718b3deb-2227-41cc-9465-23f4127040d3,https://lichenportal.org/portal/collections/individual/index.php?occid=277845
-58.9618,-51.806,MSC,MSC0008215,unknown,,,04ae5c71-e473-4068-8e9b-c16f9921fc80,https://lichenportal.org/portal/collections/individual/index.php?occid=277856
-58.8775,-51.72067,MSC,MSC0008216,unknown,,61,c57cf09c-33ef-4403-9540-0812d5245934,https://lichenportal.org/portal/collections/individual/index.php?occid=277867
-58.0055,-51.6985,MSC,MSC0008217,unknown,,183,3209ebe0-cd2b-4635-a2a5-d2cd2863f6bc,https://lichenportal.org/portal/collections/individual/index.php?occid=277878
-57.94,-51.718,MSC,MSC0008218,unknown,,30,d960df60-239a-4a84-b7c9-51e86331ce11,https://lichenportal.org/portal/collections/individual/index.php?occid=277889
-57.98,-51.7,MSC,MSC0008219,unknown,,61,9c9dd53e-966d-42e2-b2cf-c77b9b650fc1,https://lichenportal.org/portal/collections/individual/index.php?occid=277900
-60.9425,-51.91683,MSC,MSC0008220,unknown,,213,28943cfc-f8b1-4a92-856f-0968430f36ea,https://lichenportal.org/portal/collections/individual/index.php?occid=277912
-60.9425,-51.91683,MSC,MSC0008221,unknown,,244,3aeb1aca-0d6d-4beb-a25f-44bc4bfc8c14,https://lichenportal.org/portal/collections/individual/index.php?occid=277923
-60.9425,-51.91683,MSC,MSC0008222,unknown,,122,31ec5555-6b42-4d2b-966b-70279fbc623e,https://lichenportal.org/portal/collections/individual/index.php?occid=277934
-60.06133,-51.83933,MSC,MSC0008223,unknown,,152,82ccc31b-c638-42f1-bd15-4e4827feb67f,https://lichenportal.org/portal/collections/individual/index.php?occid=277945
-60.00167,-51.925,MSC,MSC0008224,unknown,,61,ccbb27c1-8056-4cca-8a9d-3144e7c88447,https://lichenportal.org/portal/collections/individual/index.php?occid=277956
-60.038,-51.96733,MSC,MSC0008225,unknown,,9,8c76b617-9aff-4da0-9c1f-702b628d0b53,https://lichenportal.org/portal/collections/individual/index.php?occid=277967
-60.9425,-51.91683,MSC,MSC0008226,unknown,,383,2c01c0ee-b852-4942-ab75-e781fe196196,https://lichenportal.org/portal/collections/individual/index.php?occid=277978
-60.9425,-51.91683,MSC,MSC0008227,unknown,,46,dee24ff8-9294-4bfb-a2ab-6134a506a85c,https://lichenportal.org/portal/collections/individual/index.php?occid=277989
-57.8344,-51.628,MSC,MSC0008228,unknown,,244,06d91b99-2a2b-4365-a27a-c684e8d9cb31,https://lichenportal.org/portal/collections/individual/index.php?occid=278000
-60.70067,-51.34417,MSC,MSC0009297,unknown,,,88cc9fb0-e1ae-4895-a4f8-18bff164fd68,https://lichenportal.org/portal/collections/individual/index.php?occid=282005
-70.15000153,-52.58333206,MSC,MSC0009298,unknown,,,03c81bc2-c9c9-418d-822e-5fda901cfeb8,https://lichenportal.org/portal/collections/individual/index.php?occid=282006
-60.70067,-51.34417,MSC,MSC0009299,unknown,,,dbd9f206-ceb2-4a59-9049-ae2a9bfae23f,https://lichenportal.org/portal/collections/individual/index.php?occid=282007
-60.70067,-51.34417,MSC,MSC0009300,unknown,,,918b5e5d-5809-4d7a-904f-2586dbda0cba,https://lichenportal.org/portal/collections/individual/index.php?occid=282010
-60.70067,-51.34417,MSC,MSC0009301,unknown,,,47dd8c29-d452-4ae6-81e7-29468a3b4c64,https://lichenportal.org/portal/collections/individual/index.php?occid=282011
-70.784,-52.94,MSC,MSC0009302,unknown,,,b24bf368-4eeb-4b68-98fb-b886cb7b1a4d,https://lichenportal.org/portal/collections/individual/index.php?occid=282012
-64.0166702,-54.7666664,MSC,MSC0009303,unknown,,,e4b53926-e976-49de-b8f0-277c73911963,https://lichenportal.org/portal/collections/individual/index.php?occid=282013
-64.0333328,-54.75,MSC,MSC0009304,unknown,,60,0b1d6a0b-0263-4102-83e6-7d80445d149e,https://lichenportal.org/portal/collections/individual/index.php?occid=282014
-64.0500031,-54.7833328,MSC,MSC0009305,unknown,,30,c4aa1fc9-b2e1-4d44-a460-78cfeeeac5a4,https://lichenportal.org/portal/collections/individual/index.php?occid=282015
-64.3166656,-54.7999992,MSC,MSC0009306,unknown,,430,76f45308-b990-44ff-a631-eedaff8bdfb6,https://lichenportal.org/portal/collections/individual/index.php?occid=282016
-64.3000031,-54.7833328,MSC,MSC0009307,unknown,,490,ea1612d9-96b8-4ce6-bb36-6a0247e6e171,https://lichenportal.org/portal/collections/individual/index.php?occid=282017
-64.4833298,-54.6833305,MSC,MSC0009308,unknown,,30,dd1c2901-3365-4cf7-9043-89ddd24ad016,https://lichenportal.org/portal/collections/individual/index.php?occid=282018
-67.8000031,-53.7999992,MSC,MSC0009309,unknown,,,0b9a6d2d-cab0-4a63-bb71-15f527293528,https://lichenportal.org/portal/collections/individual/index.php?occid=282019
-67.8000031,-53.7999992,MSC,MSC0009310,unknown,,,4a3ab8f1-039d-4f64-bb38-2da18064eeca,https://lichenportal.org/portal/collections/individual/index.php?occid=282021
-67.8000031,-53.7999992,MSC,MSC0009311,unknown,,,cf2118ee-54d7-446e-bb4a-56ce7b822d37,https://lichenportal.org/portal/collections/individual/index.php?occid=282022
-64.6999969,-54.9166679,MSC,MSC0009312,unknown,,250,1da7cc6c-65a0-4c6c-be98-e1fcd44f3748,https://lichenportal.org/portal/collections/individual/index.php?occid=282023
-64.6999969,-54.9166679,MSC,MSC0009313,unknown,,250,d9a78ffd-094a-4268-8db3-9cf8aeeee067,https://lichenportal.org/portal/collections/individual/index.php?occid=282024
-64.3666687,-54.75,MSC,MSC0009314,unknown,,150,3b13777e-9a0d-4ba4-88a1-250be92df8e3,https://lichenportal.org/portal/collections/individual/index.php?occid=282025
-67.9666672,-54.0499992,MSC,MSC0009315,unknown,,,b389ee5d-611b-4215-bab0-deff7b647d6d,https://lichenportal.org/portal/collections/individual/index.php?occid=282026
-57.775,-51.645,MSC,MSC0009337,unknown,,30,2b9c20e4-202f-4d77-b4b5-fbbfdf7a09e7,https://lichenportal.org/portal/collections/individual/index.php?occid=282050
-60.9425,-51.91683,MSC,MSC0009338,unknown,,122,2a8419fc-6224-4112-bb68-bddc76e13fda,https://lichenportal.org/portal/collections/individual/index.php?occid=282051
-60.9425,-51.91683,MSC,MSC0009339,unknown,,137,48677638-873d-4be6-ba1e-04f193e1f7f2,https://lichenportal.org/portal/collections/individual/index.php?occid=282052
-60.9425,-51.91683,MSC,MSC0009340,unknown,,640,95cbf550-7877-4fa9-8e33-1b9ceddc3612,https://lichenportal.org/portal/collections/individual/index.php?occid=282054
-60.68083,-51.3555,MSC,MSC0009341,unknown,,,01831f6b-df96-4a7e-9850-aa5c509a71e6,https://lichenportal.org/portal/collections/individual/index.php?occid=282055
-60.70333,-51.37483,MSC,MSC0009342,unknown,,335,c56afe39-fac8-4d8c-82b0-b72e79cb4d2d,https://lichenportal.org/portal/collections/individual/index.php?occid=282056
-106.583,62.75,MIN,621395,unknown,,,3e60b311-b9c9-433b-aff8-4aa978583231,https://lichenportal.org/portal/collections/individual/index.php?occid=303866
-156.45,71.383333,MIN,621396,unknown,,,4b345224-149e-4904-850b-8e357cb961bc,https://lichenportal.org/portal/collections/individual/index.php?occid=303867
-105.7166667,40.4,MIN,625876,unknown,,,1392d0be-2ebe-425d-8464-958daeb8ecba,https://lichenportal.org/portal/collections/individual/index.php?occid=306090
-105.8666667,39.66666667,MIN,625879,unknown,,,1f90a5f6-20e8-4085-afa7-204ed8952a61,https://lichenportal.org/portal/collections/individual/index.php?occid=306093
-105.5333333,40.075,MIN,634099,unknown,,,b56cc6e1-368d-4fd5-877d-dbf0536fc4d7,https://lichenportal.org/portal/collections/individual/index.php?occid=310506
-113.449997,45.799999,SRP,SRP-L-0003414,unknown,,2256,6fc6e055-5913-4ff1-9d3a-22f46b8d0c09,https://lichenportal.org/portal/collections/individual/index.php?occid=1125172
-105.580597,39.983299,SRP,SRP-L-0003418,unknown,,3049,74e84e2b-a976-4040-ae3f-e362e9dc5a93,https://lichenportal.org/portal/collections/individual/index.php?occid=1125176
-105.349999,40.229199,SRP,SRP-L-0003419,unknown,,1875,1690f747-879e-42e4-978a-eb1cca4016af,https://lichenportal.org/portal/collections/individual/index.php?occid=1125177
-106.483002,38.690582,SRP,SRP-L-0003420,unknown,,3686,82a927b3-c97e-41ba-88b0-0d1c948af469,https://lichenportal.org/portal/collections/individual/index.php?occid=1125178
-105.333336,39.900002,SRP,SRP-L-0003421,unknown,,2287,ec7bf3b5-65df-494a-b3cd-aabfc0130ee6,https://lichenportal.org/portal/collections/individual/index.php?occid=1125179
-113.300003,48.450001,SRP,SRP-L-0003425,unknown,,1520,21fda217-36ec-48ec-9a08-fcc0f2996d9f,https://lichenportal.org/portal/collections/individual/index.php?occid=1125183
-113.830002,48.869999,SRP,SRP-L-0003426,unknown,,2409,2f754035-b5ab-40aa-95d4-b98bea7d3893,https://lichenportal.org/portal/collections/individual/index.php?occid=1125184
-122.866669,44.299999,SRP,SRP-L-0003429,unknown,,760,c453dcec-9f63-4021-bd98-55f38c8374b9,https://lichenportal.org/portal/collections/individual/index.php?occid=1125187
-110.456001,44.639999,SRP,SRP-L-0003433,unknown,,2350,64e3fc34-3deb-40d5-9c9d-41d953073219,https://lichenportal.org/portal/collections/individual/index.php?occid=1125191
-117.666664,52.733334,SRP,SRP-L-0003434,unknown,,1800,90d0a78c-8849-4355-a677-b7b9f31ccd98,https://lichenportal.org/portal/collections/individual/index.php?occid=1125192
-111,45,SRP,SRP-L-0003435,unknown,,1524,9243abb3-2930-412e-91d9-b4e3427f4616,https://lichenportal.org/portal/collections/individual/index.php?occid=1125193
-130.25,53.6833,SRP,SRP-L-0003441,unknown,,120,48b22fea-d153-4b6c-a9d9-893688093031,https://lichenportal.org/portal/collections/individual/index.php?occid=1125199
-138.366667,60.933333,ALA,UAMb:Herb:1748,unknown,,2135,650f56ff-edc0-42d0-9d08-fb95e646a0dd,https://lichenportal.org/portal/collections/individual/index.php?occid=1452911
-138.716667,60.916667,ALA,UAMb:Herb:1659,unknown,1609,1372,b14625db-4346-4465-b167-5a62d7fdf85b,https://lichenportal.org/portal/collections/individual/index.php?occid=1453096
-138.366667,60.933333,ALA,UAMb:Herb:1661,unknown,,2135,7b9c2e78-b841-4b86-a3bf-462521c111ad,https://lichenportal.org/portal/collections/individual/index.php?occid=1453098
-138.366667,60.933333,ALA,UAMb:Herb:1749,unknown,,2135,c52a1a17-c18a-42d3-b228-cca09783c2ed,https://lichenportal.org/portal/collections/individual/index.php?occid=1453526
-145.374722,60.5325,ALA,UAMb:Herb:2220,unknown,,15,6119c2de-410e-4c2e-ae0d-79603016ce28,https://lichenportal.org/portal/collections/individual/index.php?occid=1453748
-145.374722,60.5325,ALA,UAMb:Herb:2221,unknown,,15,c77a8fe9-cbe4-4918-832c-b15f76a6ec9e,https://lichenportal.org/portal/collections/individual/index.php?occid=1454069
-77.669444,55.35,QFA,QFA0498093,unknown,,6,ab462e98-f202-4fcd-ab8c-07cdceb652f0,https://lichenportal.org/portal/collections/individual/index.php?occid=2659130
-64.790278,50.280556,QFA,QFA0498496,unknown,,23,c23a228d-a5bb-4091-ab22-16a23bd4d192,https://lichenportal.org/portal/collections/individual/index.php?occid=2659131
-65.95,48.983333,QFA,QFA0561343,unknown,,1238,1705560d-da2a-4a3f-aa8a-9e3dbef9bfcc,https://lichenportal.org/portal/collections/individual/index.php?occid=2659133
-73.016667,54.166667,QFA,QFA0306622,unknown,,551,12cf4977-f574-4e22-a07e-7daeb24d64ce,https://lichenportal.org/portal/collections/individual/index.php?occid=2659134
-78.55,54.916667,QFA,QFA0306623,unknown,,61,962df79b-ab2f-4aff-9e79-ff51002c1322,https://lichenportal.org/portal/collections/individual/index.php?occid=2659135
-57.7,51.566667,QFA,QFA0303700,unknown,,167,9ecf9f07-3b42-475e-803d-aa2cc4741f1d,https://lichenportal.org/portal/collections/individual/index.php?occid=2659138
-59.333333,50.55,QFA,QFA0303701,unknown,,45,8fa741bb-a183-4302-831d-1ee3edbaa502,https://lichenportal.org/portal/collections/individual/index.php?occid=2659139
-61.916667,47.266667,QFA,QFA0330598,unknown,,,008c224f-f655-4bae-b780-38585881bccf,https://lichenportal.org/portal/collections/individual/index.php?occid=2659140
-61.933333,47.35,QFA,QFA0330591,unknown,,,bb79c14b-9256-4fc5-aefe-96b85dd48d44,https://lichenportal.org/portal/collections/individual/index.php?occid=2659141
-69.833333,58.833333,QFA,QFA0304000,unknown,,,0a81920a-ffd2-49d2-952d-2d3f175d4b92,https://lichenportal.org/portal/collections/individual/index.php?occid=2659142
-77.75,55.283333,QFA,QFA0330518,unknown,,,45c9a63d-470f-4d21-9017-9fea0a5d4b8a,https://lichenportal.org/portal/collections/individual/index.php?occid=2659143
-90.666667,63.416667,QFA,QFA0152713,unknown,,,37cb3df4-659c-453f-9670-49761b049886,https://lichenportal.org/portal/collections/individual/index.php?occid=2659144
-96.020833,64.319444,QFA,QFA0152712,unknown,,,59cc31a1-47dc-44ad-ae8e-14b6f49282de,https://lichenportal.org/portal/collections/individual/index.php?occid=2659145
-94.25,58.666667,QFA,QFA0152714,unknown,,,1a0cad36-8358-46e7-8912-7c3decfb4d84,https://lichenportal.org/portal/collections/individual/index.php?occid=2659146
-58.066667,52.216667,QFA,QFA0303702,unknown,,305,ea7f6b11-e6ef-4da6-a3df-d79f3f877707,https://lichenportal.org/portal/collections/individual/index.php?occid=2659147
-63.55,50.216667,QFA,QFA0421566,unknown,,,bd595b53-efee-48af-bac3-fe92dc1684be,https://lichenportal.org/portal/collections/individual/index.php?occid=2659148
-63.55,50.216667,QFA,QFA0421567,unknown,,,e4ccc55f-7c96-4556-90cb-f13e7795f9c0,https://lichenportal.org/portal/collections/individual/index.php?occid=2659149
-66.558333,50.208333,QFA,QFA0421568,unknown,,8,3d8d4efe-b402-4d0a-9ca7-ba0f6a6e8624,https://lichenportal.org/portal/collections/individual/index.php?occid=2659150
-63.55,50.216667,QFA,QFA0421569,unknown,,4,cf216084-c8ef-43f9-a117-c4ceae8e01e7,https://lichenportal.org/portal/collections/individual/index.php?occid=2659151
-63.55,50.216667,QFA,QFA0421570,unknown,,4,d41624d4-c928-48f5-955a-fefda0f33145,https://lichenportal.org/portal/collections/individual/index.php?occid=2659152
-66.2,48.916667,QFA,QFA0421571,unknown,,1045,c038cde2-2528-42a9-b6ca-fc29e2af7b75,https://lichenportal.org/portal/collections/individual/index.php?occid=2659153
-66.2,48.916667,QFA,QFA0421572,unknown,,1045,77f2a5ba-867a-4a5b-93d9-a2e9f5d0f889,https://lichenportal.org/portal/collections/individual/index.php?occid=2659154
-66.2,48.916667,QFA,QFA0424376,unknown,,1045,2c88df56-55de-4bb7-b547-ccd4546a5d0d,https://lichenportal.org/portal/collections/individual/index.php?occid=2659155
-63.55,50.216667,QFA,QFA0424375,unknown,,4,425e1316-d5db-4f42-a090-41fd9d57216a,https://lichenportal.org/portal/collections/individual/index.php?occid=2659156
-61.75,47.466667,QFA,QFA0304246,unknown,,2,fdb2ef86-a868-43cd-a127-c386a79c29f4,https://lichenportal.org/portal/collections/individual/index.php?occid=2659157
-106.666667,51.116667,QFA,QFA0167631,unknown,,550,53f4ed9d-a32c-4714-a8d2-c36f67f77e5c,https://lichenportal.org/portal/collections/individual/index.php?occid=2659158
-63.833333,50.3,QFA,QFA0382037,unknown,,,5adf2009-c113-4e93-9b73-bf3d3c559810,https://lichenportal.org/portal/collections/individual/index.php?occid=2659159
-77.75,55.283333,QFA,QFA0330521,unknown,,,bbe8ba7a-d1e5-435a-9674-c00fec0a5710,https://lichenportal.org/portal/collections/individual/index.php?occid=2659160
-64.9,50.266667,QFA,QFA0382133,unknown,,,08e89b9a-a61a-4eaf-987b-12cee01407a7,https://lichenportal.org/portal/collections/individual/index.php?occid=2659161
-63.55,44.466667,QFA,QFA0340505,unknown,,15,06a9f8a6-ef80-41f8-957a-e6646cbd5443,https://lichenportal.org/portal/collections/individual/index.php?occid=2659162
-76.793667,55.887528,QFA,QFA0543374,unknown,,347,ae7801ee-fd55-4aee-adf3-989b2e80a1a7,https://lichenportal.org/portal/collections/individual/index.php?occid=2659165
-137.5,60.916667,ALA,UAMb:Herb:1754,unknown,,622,e9ee4e48-6c2d-4d71-8b09-46a0c61ba3a9,https://lichenportal.org/portal/collections/individual/index.php?occid=2921535
-111.1,64.12,UBC,L47579,Unknown,4880,430,bc202764-5259-45aa-b77c-1c0db064c629,https://lichenportal.org/portal/collections/individual/index.php?occid=3104033
-63.949167,46.695,QFA,QFA0568877,unknown,,,0b31fca9-6a59-4544-aa86-5eaecc80a9ad,https://lichenportal.org/portal/collections/individual/index.php?occid=3432984
-76.13486,62.16494,QFA,QFA0619071,unknown,,135,ba92b98b-9bae-4f55-adb9-878cb89d13b5,https://lichenportal.org/portal/collections/individual/index.php?occid=3433059
-68.251046,56.887351,QFA,QFA0184618,unknown,,300,8eef3992-d4a9-4e79-afae-9b937cae51cf,https://lichenportal.org/portal/collections/individual/index.php?occid=3433455
-76.615556,48.366243,QFA,QFA0298340,unknown,,,0251da79-67c2-4428-bb43-6291ee49e6c3,https://lichenportal.org/portal/collections/individual/index.php?occid=3433953
-106.565,68.148,UBC,L51547,Unknown,42,,cb106a3e-38f2-4d68-80c8-4201b661615e,https://lichenportal.org/portal/collections/individual/index.php?occid=4364197
-117.4,51.17,UBC,L62949,Unknown,7006,1820,e0459e9a-124a-40f0-abe6-2c596a1ab9ec,https://lichenportal.org/portal/collections/individual/index.php?occid=4365866
-156.2931,57.55927,UBC,L53710,Unknown,6,148,17dbcb3d-a783-49e6-87fc-03a192497dea,https://lichenportal.org/portal/collections/individual/index.php?occid=4365920
-117.4,51.17,UBC,L62934,Unknown,7006,1820,450bdd0b-59ad-489e-8944-79ad5e8413fa,https://lichenportal.org/portal/collections/individual/index.php?occid=4366582
-120.68,50.08,UBC,L53338,Unknown,716,1036,35f8204c-67ba-4d6e-bd1d-44c78b958e5f,https://lichenportal.org/portal/collections/individual/index.php?occid=4366886
-176.01985,51.88568,UBC,L53924,Unknown,1,6,08bcd245-341f-4bb4-8c54-bec6a3d193d9,https://lichenportal.org/portal/collections/individual/index.php?occid=4367232
-166.456,53.86,UBC,L53883,Unknown,670,380,0ad03aed-db58-4239-8093-e4d1928e547b,https://lichenportal.org/portal/collections/individual/index.php?occid=4367317
-156.2931,57.55927,UBC,L53711,Unknown,6,148,0cb48d4f-99a5-44a5-9d5c-6d21891f74b4,https://lichenportal.org/portal/collections/individual/index.php?occid=4368749
-166.508,53.84745,UBC,L53892,Unknown,67,89,e3419b01-74e7-4ca0-8f80-048f6e3fd94c,https://lichenportal.org/portal/collections/individual/index.php?occid=4369679
-156.5454,58.33907,UBC,L53576,Unknown,6,107,1a4e0218-2cc8-4b51-b74c-2034282d6e72,https://lichenportal.org/portal/collections/individual/index.php?occid=4371326
-156.2931,57.55927,UBC,L53713,Unknown,6,148,bc54d83c-cf17-4bcf-ad06-f785d620a75a,https://lichenportal.org/portal/collections/individual/index.php?occid=4372097
-134.3,59.17,UBC,L51228,Unknown,5733,,aeb4c0d3-e6a4-45fa-ac6c-8bd02a93b4ab,https://lichenportal.org/portal/collections/individual/index.php?occid=4372673
-105.4,40.22,UBC,L50927,Unknown,8528,1875,d0f1a088-d250-4e88-9a6a-70e4c687a8b1,https://lichenportal.org/portal/collections/individual/index.php?occid=4373334
-156.4592,57.40675,UBC,L53647,Unknown,6,518,c24f6032-37c6-40d1-ad7e-040c39e74e92,https://lichenportal.org/portal/collections/individual/index.php?occid=4373838
-69.421944,48.049444,QFA,QFA0576996,unknown,,12,19788c2b-5216-47f2-8a54-eb5642108a82,https://lichenportal.org/portal/collections/individual/index.php?occid=4772313
-66.628333,48.887778,QFA,QFA0617832,unknown,,1076,8ffdb55d-af77-4259-b104-259e4a711f36,https://lichenportal.org/portal/collections/individual/index.php?occid=4772314
-76.610166,58.19691257,QFA,QFA0627700,unknown,,123,45bdf1d8-faed-4a19-b705-8d59d00179a1,https://lichenportal.org/portal/collections/individual/index.php?occid=4772315
-78.07122,59.19497,QFA,QFA0627748,unknown,,11,60576b25-a29c-41bd-9c9b-1831fd7b0ff5,https://lichenportal.org/portal/collections/individual/index.php?occid=4772316
-77.52168,60.1094808,QFA,QFA0627168,unknown,,1,dbd795bd-d3f0-4105-8478-a84e1b9b6e7d,https://lichenportal.org/portal/collections/individual/index.php?occid=4772317
-77.27882,59.7997674,QFA,QFA0626824,unknown,,2,f496b3de-04cb-4b09-92b2-5a6ece5502e7,https://lichenportal.org/portal/collections/individual/index.php?occid=4772318
-72.850556,61.930833,QFA,QFA0595165,unknown,,25,fb88f978-cf34-4ba5-b89a-923978578242,https://lichenportal.org/portal/collections/individual/index.php?occid=4772319
-65.978695,55.025014,QFA,QFA0374291,unknown,,625,03401fc8-48f7-46c9-a4df-d78a45e5798f,https://lichenportal.org/portal/collections/individual/index.php?occid=4772320
-70.3890051,60.6354287,QFA,QFA0627299,unknown,,292,5ecb8353-3806-4d70-9775-d9d0770490e1,https://lichenportal.org/portal/collections/individual/index.php?occid=4772321
-72.35919444,61.43383333,QFA,QFA0595154,unknown,,188,774d1120-ba9d-4899-a87d-23a97ad2dff1,https://lichenportal.org/portal/collections/individual/index.php?occid=4772322
-61.75,47.466667,QFA,QFA0631107,unknown,,18,3fa693f6-fde9-4c56-9180-e62b6bd1c3d1,https://lichenportal.org/portal/collections/individual/index.php?occid=4772386
-59.333333,50.55,QFA,QFA0303707,unknown,,45,0ca667cf-751e-434c-921a-c10886da5a8f,https://lichenportal.org/portal/collections/individual/index.php?occid=4772387
-94.20083333,58.78805556,WIN,L_001590,unknown,,,95b46d35-7cc1-4e79-94ec-219c3dc50a04,https://lichenportal.org/portal/collections/individual/index.php?occid=4999677
-93.25,58.76666667,WIN,L_001718,unknown,,,49609e82-9527-49f0-982f-a279285c8ad4,https://lichenportal.org/portal/collections/individual/index.php?occid=4999769
-105.7666667,39.65,WIN,L_002098,unknown,,3505,7059d850-8396-41cf-b4a3-811176494eeb,https://lichenportal.org/portal/collections/individual/index.php?occid=5000090
-52.68333333,47.55,WIN,L_007367,unknown,10000,,ded14c01-cb4a-4f57-b1fa-ef2466abf13a,https://lichenportal.org/portal/collections/individual/index.php?occid=5002231
-154.595667,68.353103,ALA,UAMb:Herb:47416,unknown,1000,925,cf40311a-9f8c-424e-bf62-832069ca0f83,https://lichenportal.org/portal/collections/individual/index.php?occid=5342122
-164.333333,65.65,ALA,UAMb:Herb:1662,unknown,,500,d1d4b198-3050-4b15-828b-2291a7547e97,https://lichenportal.org/portal/collections/individual/index.php?occid=5342361
-72.244306,61.609167,QFA,QFA0544664,unknown,,,16d54f47-3c96-4bc5-aec7-9c4063b63e2c,https://lichenportal.org/portal/collections/individual/index.php?occid=5418267
-59.133333,47.72808,LSU,LSU00140530,unknown,13164,,006fb73b-6e15-418a-9785-b0d8087b6cd6,https://lichenportal.org/portal/collections/individual/index.php?occid=1380508
-70.4,69.84,MIN,664119,unknown,,,2d267359-4de3-4d14-9f0d-cf0a5324b9ac,https://lichenportal.org/portal/collections/individual/index.php?occid=319460
-109.9333333,45.0166667,MIN,692044,unknown,,,9ae4a0fb-0238-49e8-8f34-9730665b600b,https://lichenportal.org/portal/collections/individual/index.php?occid=330066
-64.5,47.91666667,MIN,736020,unknown,,,81da0616-3e66-4f2a-a915-5fed615ccf36,https://lichenportal.org/portal/collections/individual/index.php?occid=346221
-64.8,47.06666667,MIN,736059,unknown,,,7c3fa2b7-e1f4-4eb0-a16b-e1faae7e1082,https://lichenportal.org/portal/collections/individual/index.php?occid=346260
-64.85,46.98333333,MIN,736103,unknown,,,eeccf3df-6c1f-4387-83c0-87694ca19609,https://lichenportal.org/portal/collections/individual/index.php?occid=346304
-61.13333333,45.31666667,MIN,736426,unknown,,,597ddb03-cfac-47d0-a627-44d79d565345,https://lichenportal.org/portal/collections/individual/index.php?occid=346627
-60.33333333,45.5,MIN,736474,unknown,,,fcb21424-67ee-4261-b30d-3e6be100b405,https://lichenportal.org/portal/collections/individual/index.php?occid=346675
-53,46.81666667,MIN,736577,unknown,,,7755dd3a-f63b-404b-a982-fa218368d52e,https://lichenportal.org/portal/collections/individual/index.php?occid=346778
-53,46.81666667,MIN,736618,unknown,,,24eeaa99-f2cc-430a-aeb2-fbf79ede0b44,https://lichenportal.org/portal/collections/individual/index.php?occid=346819
-55.5,48.16666667,MIN,736665,unknown,,,57d3f1e1-623e-4b28-96a4-15d6a6797763,https://lichenportal.org/portal/collections/individual/index.php?occid=346866
-55.5,48.16666667,MIN,736704,unknown,,,39c8daaf-2d03-4de7-bd15-259468b19a7b,https://lichenportal.org/portal/collections/individual/index.php?occid=346905
-57.83333333,49.85,MIN,736723,unknown,,,33a81767-b42e-41b5-999b-39384f9a9217,https://lichenportal.org/portal/collections/individual/index.php?occid=346924
-57.83333333,49.85,MIN,736747,unknown,,,f321ea01-3156-4c47-bd7a-4b856bf6b4a1,https://lichenportal.org/portal/collections/individual/index.php?occid=346948
-57.83333333,49.85,MIN,736779,unknown,,,3242eb5b-03ce-46d7-a1e4-e69b6b2b9a4a,https://lichenportal.org/portal/collections/individual/index.php?occid=346980
-57.83333333,49.85,MIN,736792,unknown,,,38e2dec0-0c59-4d5e-8458-9439f9007335,https://lichenportal.org/portal/collections/individual/index.php?occid=346993
-57.85,49.81666667,MIN,736858,unknown,,,1ea09fcd-5f17-4075-9ed7-7cdc84728da5,https://lichenportal.org/portal/collections/individual/index.php?occid=347059
-57.85,49.81666667,MIN,736892,unknown,,,e4b643e9-ae49-4bbd-b435-c30e42265fc0,https://lichenportal.org/portal/collections/individual/index.php?occid=347093
-124.8833333,58.45,MIN,756883,unknown,,,430d62e3-557f-40f3-aa4f-210ac5e13838,https://lichenportal.org/portal/collections/individual/index.php?occid=353642
-105.5,39.6916667,MIN,760150,unknown,,,59861023-ec5b-4a7f-901c-8ee8899adfc7,https://lichenportal.org/portal/collections/individual/index.php?occid=354767
171.5166667,-43.4833333,MIN,760173,unknown,,,3ac6c442-496a-463f-953b-e12d48fa17ca,https://lichenportal.org/portal/collections/individual/index.php?occid=354790
-71.30805556,44.25916667,MIN,796663,unknown,,,d814cb86-92c9-436e-ba30-82b8f580d2a8,https://lichenportal.org/portal/collections/individual/index.php?occid=373419
-71.33055556,44.24944444,MIN,796681,unknown,,,974ce39f-758f-4b87-bab3-f704c6ab86b6,https://lichenportal.org/portal/collections/individual/index.php?occid=373437
-71.32,44.25611111,MIN,796740,unknown,,,95784a37-2d4e-419c-ac44-e36d20191e91,https://lichenportal.org/portal/collections/individual/index.php?occid=373496
-68.62,44.07,MIN,798357,unknown,,,e3803adb-6260-4f7d-90ec-5c242559a28c,https://lichenportal.org/portal/collections/individual/index.php?occid=375060
-108.7666667,67.06666667,MIN,811233,unknown,,,054fbaf9-400d-400e-a69d-5b71fab5ce65,https://lichenportal.org/portal/collections/individual/index.php?occid=382179
-109.4,66.93333333,MIN,811269,unknown,,,c318b53f-340b-41f2-a8f1-191cf6f284a4,https://lichenportal.org/portal/collections/individual/index.php?occid=382215
-119.95,73.81666667,MIN,811344,unknown,,,9fdd4db6-7615-4bab-bdad-e85831b3e94a,https://lichenportal.org/portal/collections/individual/index.php?occid=382290
